table,block,architecture,algorithm,optimizer,scheme,voltage_amp,current_amp,model_seed,shuffle_seed,split_seed,G_min,G_max,epochs,T,K,planned_action,prelaunch_dependency,source_result_or_completion_record,template_or_parent_config,cell_id,original_planned_action,training_status,paper_status,official_test_status,collected_result,source_result_sha256,best_validation_accuracy_percent,final_validation_accuracy_percent,completed_epochs,source_evidence_class,source_target,future_target_and_job,source_commit,source_archive_sha256,official_test_read,last_checked
table3,T3_BPTT,conv1,BPTT,Adam,baseline,1,1,1,1,0,0.00001,0.0005,10,4,4,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_bounded_seed1/000_T3_BPTT_conv1_baseline_gmax0.0005_seed1_d52e9dbe/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/03_wmax_5em4_baseline_adam.json,T3_BPTT_conv1_baseline_gmax0.0005_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/baseline/gmax_5em4/seed1/result.json,d1dc814d93283241a03058f2251b7b3441d41cbb89db0559f990209ee93cac0f,94.64,94.64,10,ordinary_mnist_training_completion,main,main: tmux main/@2,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T12:45:57.121738+00:00
table3,T3_BPTT,conv1,BPTT,Adam,baseline,1,1,2,2,0,0.00001,0.0005,10,4,4,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_bounded_seed2/000_T3_BPTT_conv1_baseline_gmax0.0005_seed2_5603e5f3/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/03_wmax_5em4_baseline_adam.json,T3_BPTT_conv1_baseline_gmax0.0005_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/baseline/gmax_5em4/seed2/result.json,4c72f89b82ef095678cfe007d60154512c87eb55bafab5fc514ffbcc2ea5007f,94.66,94.44,10,ordinary_mnist_training_completion,main,main: tmux main/@3,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T13:42:27.731746+00:00
table3,T3_BPTT,conv1,BPTT,Adam,baseline,1,1,0,0,0,0.00001,0.001,10,4,4,reuse_collected_pending_paper_audit,paper_reuse_pair_audit_and_final_contract_seal,results/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/runs/006_06_wmax_1em3_baseline_adam_0cdcb08c/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/06_wmax_1em3_baseline_adam.json,T3_BPTT_conv1_baseline_gmax0.001_seed0,reuse_local,complete_collected_validated,reuse_and_pair_audit_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/baseline/gmax_1em3/seed0/result.json,5e05312b98d31932d9ac14b0dafc1d617c109dd44a3fde9f36c3818133d0ac2c,94.80,94.24,10,ordinary_mnist_weight_ceiling_sensitivity_exploratory,jean-zay,,68d2f8552c703f06756fea48f8a3f7c2d885d6d7,b1551915cf1d8a4fa07e0c3e8c563b7ac13fadf536cbfb979825e813d1ef358d,false,2026-09-11
table3,T3_BPTT,conv1,BPTT,Adam,baseline,1,1,1,1,0,0.00001,0.001,10,4,4,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_bounded_seed1/000_T3_BPTT_conv1_baseline_gmax0.001_seed1_25999df1/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/06_wmax_1em3_baseline_adam.json,T3_BPTT_conv1_baseline_gmax0.001_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/baseline/gmax_1em3/seed1/result.json,456b72ed5b4bf6c2b87b7b7418032e5ede4667cffbaabbec83eb4de62c98c1b7,95.22,95.22,10,ordinary_mnist_training_completion,main,main: tmux main/@2,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T12:53:01.690248+00:00
table3,T3_BPTT,conv1,BPTT,Adam,baseline,1,1,2,2,0,0.00001,0.001,10,4,4,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_bounded_seed2/000_T3_BPTT_conv1_baseline_gmax0.001_seed2_28fddbfb/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/06_wmax_1em3_baseline_adam.json,T3_BPTT_conv1_baseline_gmax0.001_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/baseline/gmax_1em3/seed2/result.json,d3adf32f036b9bcf867f312010755b06b5924335a76a98ac91b44868d048c3c1,94.84,94.84,10,ordinary_mnist_training_completion,main,main: tmux main/@3,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T14:12:27.876351+00:00
table3,T3_BPTT,conv1,BPTT,Adam,ours,4,1,0,0,0,0.00001,0.0001,10,4,4,reuse_collected_pending_paper_audit,paper_reuse_pair_audit_and_final_contract_seal,results/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/runs/001_01_wmax_1em4_ours_adam_756d4a95/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/01_wmax_1em4_ours_adam.json,T3_BPTT_conv1_ours_gmax0.0001_seed0,reuse_local,complete_collected_validated,reuse_and_pair_audit_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/ours/gmax_1em4/seed0/result.json,d026ef7c0e019ad25870c292bc73347c98569073e51d21fd7d6c45708275e418,92.92,91.52,10,ordinary_mnist_weight_ceiling_sensitivity_exploratory,jean-zay,,68d2f8552c703f06756fea48f8a3f7c2d885d6d7,b1551915cf1d8a4fa07e0c3e8c563b7ac13fadf536cbfb979825e813d1ef358d,false,2026-09-11
table3,T3_BPTT,conv1,BPTT,Adam,ours,4,1,1,1,0,0.00001,0.0001,10,4,4,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_bounded_seed1/000_T3_BPTT_conv1_ours_gmax0.0001_seed1_ab5e6a49/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/01_wmax_1em4_ours_adam.json,T3_BPTT_conv1_ours_gmax0.0001_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/ours/gmax_1em4/seed1/result.json,e8827b19f69288c473a31d40919992ba127924e43f59d3b3db09b87e464030b8,92.80000000000001,92.80000000000001,10,ordinary_mnist_training_completion,main,main: tmux main/@2,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T13:24:10.901161+00:00
table3,T3_BPTT,conv1,BPTT,Adam,ours,4,1,2,2,0,0.00001,0.0001,10,4,4,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_bounded_seed2/000_T3_BPTT_conv1_ours_gmax0.0001_seed2_62a6e6fa/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/01_wmax_1em4_ours_adam.json,T3_BPTT_conv1_ours_gmax0.0001_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/ours/gmax_1em4/seed2/result.json,8d1e848bf93a24735e9bd815ebafa727d3c7d22bc075ecbc3b33fbd84546e077,93.4,93.4,10,ordinary_mnist_training_completion,main,main: tmux main/@3,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T14:23:59.591478+00:00
table3,T3_BPTT,conv1,BPTT,Adam,ours,4,1,0,0,0,0.00001,0.0005,10,4,4,reuse_collected_pending_paper_audit,paper_reuse_pair_audit_and_final_contract_seal,results/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/runs/004_04_wmax_5em4_ours_adam_a3eb101d/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/04_wmax_5em4_ours_adam.json,T3_BPTT_conv1_ours_gmax0.0005_seed0,reuse_local,complete_collected_validated,reuse_and_pair_audit_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/ours/gmax_5em4/seed0/result.json,9ebb46ebe74c67af7e9bc19b46672c3cf45f241bb1bfd9c9ef78c01b8f24c61b,95.00,94.60,10,ordinary_mnist_weight_ceiling_sensitivity_exploratory,jean-zay,,68d2f8552c703f06756fea48f8a3f7c2d885d6d7,b1551915cf1d8a4fa07e0c3e8c563b7ac13fadf536cbfb979825e813d1ef358d,false,2026-09-11
table3,T3_BPTT,conv1,BPTT,Adam,ours,4,1,1,1,0,0.00001,0.0005,10,4,4,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_bounded_seed1/000_T3_BPTT_conv1_ours_gmax0.0005_seed1_92641456/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/04_wmax_5em4_ours_adam.json,T3_BPTT_conv1_ours_gmax0.0005_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/ours/gmax_5em4/seed1/result.json,1891c16460a4f8d09005b72240904f50a5ee77765c40fa735a2dd3f57bb77324,95.42,95.42,10,ordinary_mnist_training_completion,main,main: tmux main/@2,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T13:24:10.901161+00:00
table3,T3_BPTT,conv1,BPTT,Adam,ours,4,1,2,2,0,0.00001,0.0005,10,4,4,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_bounded_seed2/000_T3_BPTT_conv1_ours_gmax0.0005_seed2_60a29973/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/04_wmax_5em4_ours_adam.json,T3_BPTT_conv1_ours_gmax0.0005_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/ours/gmax_5em4/seed2/result.json,8c7ea8c4e5ba8b895e7928c6f1a3327db5e638af356f22ea84e8fe168b0edaeb,95.08,94.92,10,ordinary_mnist_training_completion,main,main: tmux main/@3,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T14:23:59.591478+00:00
table3,T3_BPTT,conv1,BPTT,Adam,ours,4,1,0,0,0,0.00001,0.001,10,4,4,reuse_collected_pending_paper_audit,paper_reuse_pair_audit_and_final_contract_seal,results/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/runs/007_07_wmax_1em3_ours_adam_95a5a2d7/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/07_wmax_1em3_ours_adam.json,T3_BPTT_conv1_ours_gmax0.001_seed0,reuse_local,complete_collected_validated,reuse_and_pair_audit_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/ours/gmax_1em3/seed0/result.json,ed0b1184f2b1817aa2b458cd4e67e9f489acb40c6d10b76b7ebc0cd52a3a9f40,95.02,94.68,10,ordinary_mnist_weight_ceiling_sensitivity_exploratory,jean-zay,,68d2f8552c703f06756fea48f8a3f7c2d885d6d7,b1551915cf1d8a4fa07e0c3e8c563b7ac13fadf536cbfb979825e813d1ef358d,false,2026-09-11
table3,T3_BPTT,conv1,BPTT,Adam,ours,4,1,1,1,0,0.00001,0.001,10,4,4,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_bounded_seed1/000_T3_BPTT_conv1_ours_gmax0.001_seed1_eff54a45/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/07_wmax_1em3_ours_adam.json,T3_BPTT_conv1_ours_gmax0.001_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/ours/gmax_1em3/seed1/result.json,dfb21de3b409114c905a73e80c6a8803d3081066cbb293e4b8beb25104772a56,95.39999999999999,95.39999999999999,10,ordinary_mnist_training_completion,main,main: tmux main/@2,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T13:27:44.591016+00:00
table3,T3_BPTT,conv1,BPTT,Adam,ours,4,1,2,2,0,0.00001,0.001,10,4,4,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_bounded_seed2/000_T3_BPTT_conv1_ours_gmax0.001_seed2_79ea1d70/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/07_wmax_1em3_ours_adam.json,T3_BPTT_conv1_ours_gmax0.001_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/ours/gmax_1em3/seed2/result.json,b7c27b92de2c4cb433e22e0f7bd1b2b93fc6e8e5d7c30d8fc20080f12678bf4d,95.08,95.0,10,ordinary_mnist_training_completion,main,main: tmux main/@3,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T14:28:58.430160+00:00
table3,T3_BPTT,conv1,BPTT,Adam,legacy,4,0.25,0,0,0,0.00001,0.0001,10,4,4,launch_corrected_seed0,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_initial/000_T3_BPTT_conv1_legacy_gmax0.0001_seed0_3fb714a9/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/02_wmax_1em4_legacy_adam.json,T3_BPTT_conv1_legacy_gmax0.0001_seed0,launch_corrected_seed0,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/legacy/gmax_1em4/seed0/result.json,7fc9454bc87c173e9ff4cac1e875cedf0003bc445bfdb7e7888c75a0fcbfafd9,94.98,94.22,10,ordinary_mnist_training_completion,main,main: tmux main/@1,022098cfe6eb151dff3f7403d3f4b358709152b9,e31766d681e85323da108150d5137f80764d63a869d2ffca95584f44e4dda6e8,false,2026-09-11T12:02:28.748959+00:00
table3,T3_BPTT,conv1,BPTT,Adam,legacy,4,0.25,1,1,0,0.00001,0.0001,10,4,4,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_bounded_seed1/000_T3_BPTT_conv1_legacy_gmax0.0001_seed1_20f3a5a5/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/02_wmax_1em4_legacy_adam.json,T3_BPTT_conv1_legacy_gmax0.0001_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/legacy/gmax_1em4/seed1/result.json,276eda8d94f546fb01241571b0f8103512312017fb609f8d8ceb7d3f50c09367,94.84,94.84,10,ordinary_mnist_training_completion,main,main: tmux main/@2,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T13:06:00.443926+00:00
table3,T3_BPTT,conv1,BPTT,Adam,legacy,4,0.25,2,2,0,0.00001,0.0001,10,4,4,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_bounded_seed2/000_T3_BPTT_conv1_legacy_gmax0.0001_seed2_ff6f95c7/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/02_wmax_1em4_legacy_adam.json,T3_BPTT_conv1_legacy_gmax0.0001_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/legacy/gmax_1em4/seed2/result.json,d4bc01925cb01a1c0de328f12ae35168376203f39540db8c6089b9eed1b52934,95.0,94.74000000000001,10,ordinary_mnist_training_completion,main,main: tmux main/@3,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T14:12:27.876351+00:00
table3,T3_BPTT,conv1,BPTT,Adam,legacy,4,0.25,0,0,0,0.00001,0.0005,10,4,4,launch_corrected_seed0,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_initial/000_T3_BPTT_conv1_legacy_gmax0.0005_seed0_edb0b40b/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/05_wmax_5em4_legacy_adam.json,T3_BPTT_conv1_legacy_gmax0.0005_seed0,launch_corrected_seed0,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/legacy/gmax_5em4/seed0/result.json,e3c61b867c92e6b9c670e6d216f899c30fe02c9f631177928f2d8703a37ddf82,96.26,96.14,10,ordinary_mnist_training_completion,main,main: tmux main/@1,022098cfe6eb151dff3f7403d3f4b358709152b9,e31766d681e85323da108150d5137f80764d63a869d2ffca95584f44e4dda6e8,false,2026-09-11T12:20:31.429201+00:00
table3,T3_BPTT,conv1,BPTT,Adam,legacy,4,0.25,1,1,0,0.00001,0.0005,10,4,4,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_bounded_seed1/000_T3_BPTT_conv1_legacy_gmax0.0005_seed1_f195c649/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/05_wmax_5em4_legacy_adam.json,T3_BPTT_conv1_legacy_gmax0.0005_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/legacy/gmax_5em4/seed1/result.json,7c5e244745439095f2bbfca88d4e081c47f32b87ca5513c8148e6866a8d5b7ba,96.46000000000001,96.34,10,ordinary_mnist_training_completion,main,main: tmux main/@2,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T13:06:00.443926+00:00
table3,T3_BPTT,conv1,BPTT,Adam,legacy,4,0.25,2,2,0,0.00001,0.0005,10,4,4,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_bounded_seed2/000_T3_BPTT_conv1_legacy_gmax0.0005_seed2_3b9063c5/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/05_wmax_5em4_legacy_adam.json,T3_BPTT_conv1_legacy_gmax0.0005_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/legacy/gmax_5em4/seed2/result.json,9531d94951941372b0074ed8d8483341497b51f6966fc66b22dda3573eb4c3fd,96.36,96.32,10,ordinary_mnist_training_completion,main,main: tmux main/@3,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T14:12:27.876351+00:00
table3,T3_BPTT,conv1,BPTT,Adam,legacy,4,0.25,0,0,0,0.00001,0.001,10,4,4,launch_corrected_seed0,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_initial/000_T3_BPTT_conv1_legacy_gmax0.001_seed0_eb049b61/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/08_wmax_1em3_legacy_adam.json,T3_BPTT_conv1_legacy_gmax0.001_seed0,launch_corrected_seed0,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/legacy/gmax_1em3/seed0/result.json,3cbdb86882b4fc11af5243d1a9f053de83371cc9eb19eaa87ccae67224b2c766,96.34,96.2,10,ordinary_mnist_training_completion,main,main: tmux main/@1,022098cfe6eb151dff3f7403d3f4b358709152b9,e31766d681e85323da108150d5137f80764d63a869d2ffca95584f44e4dda6e8,false,2026-09-11T12:20:31.429201+00:00
table3,T3_BPTT,conv1,BPTT,Adam,legacy,4,0.25,1,1,0,0.00001,0.001,10,4,4,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_bounded_seed1/000_T3_BPTT_conv1_legacy_gmax0.001_seed1_33c55276/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/08_wmax_1em3_legacy_adam.json,T3_BPTT_conv1_legacy_gmax0.001_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/legacy/gmax_1em3/seed1/result.json,6bb2f0a80570f056a39cb468acafb40cb534501b7dda82eb10efa7b04d76273d,96.5,96.5,10,ordinary_mnist_training_completion,main,main: tmux main/@2,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T13:06:00.443926+00:00
table3,T3_BPTT,conv1,BPTT,Adam,legacy,4,0.25,2,2,0,0.00001,0.001,10,4,4,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_bounded_seed2/000_T3_BPTT_conv1_legacy_gmax0.001_seed2_ec09cd97/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/08_wmax_1em3_legacy_adam.json,T3_BPTT_conv1_legacy_gmax0.001_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv1/legacy/gmax_1em3/seed2/result.json,7fc4900d4c5515216e1377e2f786f17c35c259e500fb1deebaebf47250ac300a,96.41999999999999,96.28,10,ordinary_mnist_training_completion,main,main: tmux main/@3,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T14:12:27.876351+00:00
table3,T3_BPTT,conv2,BPTT,Adam,baseline,1,1,0,0,0,0.00001,0.0001,30,12,6,matched_baseline_TK_replacement,same_config_smoke_and_budget,results/paper-training-completion-20260911-v1/collected/akib_baseline_tk_conv2_bptt_seed0/000_T3_BPTT_conv2_baseline_gmax0.0001_seed0_19646462/result.json,configs/conv/paper_baseline_tk_revision_20260913_v1/training/T3_BPTT_conv2_baseline_gmax0.0001_seed0.json,T3_BPTT_conv2_baseline_gmax0.0001_seed0,reuse_local,complete_collected_validated,revised_training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,baseline_tk_revision/bundles/T3_BPTT_conv2_baseline_gmax0.0001_seed0/result.json,be47eab2188eccbd79a7a2831a0f4f3db7085b8bb2e93fd8142a36e146e895ad,85.52,85.08,30,ordinary_mnist_matched_baseline_tk_revision,akibscomputer,akibscomputer: akib_baseline_tk_conv2_bptt_seed0,022098cfe6eb151dff3f7403d3f4b358709152b9,40348282a2c2a6db9d6f1d519da092c491a1bd9a03391366f84456b448f1548d,false,2026-09-14T00:27:14.465038+00:00
table3,T3_BPTT,conv2,BPTT,Adam,baseline,1,1,1,1,0,0.00001,0.0001,30,12,6,matched_baseline_TK_replacement,same_config_smoke_and_budget,results/paper-training-completion-20260911-v1/collected/jz_baseline_tk_conv2_bptt_seed1_3h/task_0/000_T3_BPTT_conv2_baseline_gmax0.0001_seed1_5bfd7eab/result.json,configs/conv/paper_baseline_tk_revision_20260913_v1/training/T3_BPTT_conv2_baseline_gmax0.0001_seed1.json,T3_BPTT_conv2_baseline_gmax0.0001_seed1,launch_new_seed,complete_collected_validated,revised_training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,baseline_tk_revision/bundles/T3_BPTT_conv2_baseline_gmax0.0001_seed1/result.json,4a76a3a5b3f60124beb170b6d334eb3a66cf86805521e370a2c71ddef9a0f9a4,85.42,85.06,30,ordinary_mnist_matched_baseline_tk_revision,jean-zay,jean-zay: array 2117432; jz_baseline_tk_conv2_bptt_seed1_3h,022098cfe6eb151dff3f7403d3f4b358709152b9,40348282a2c2a6db9d6f1d519da092c491a1bd9a03391366f84456b448f1548d,false,2026-09-14T03:22:55.509432+00:00
table3,T3_BPTT,conv2,BPTT,Adam,baseline,1,1,2,2,0,0.00001,0.0001,30,12,6,matched_baseline_TK_replacement,same_config_smoke_and_budget,results/paper-training-completion-20260911-v1/collected/jz_baseline_tk_conv2_bptt_seed2_3h/task_0/000_T3_BPTT_conv2_baseline_gmax0.0001_seed2_09dd52ac/result.json,configs/conv/paper_baseline_tk_revision_20260913_v1/training/T3_BPTT_conv2_baseline_gmax0.0001_seed2.json,T3_BPTT_conv2_baseline_gmax0.0001_seed2,launch_new_seed,complete_collected_validated,revised_training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,baseline_tk_revision/bundles/T3_BPTT_conv2_baseline_gmax0.0001_seed2/result.json,47e97fda8f70fb170bc69f48b52ed9103bfc844b2ede3cc3e32b5fe5d116ead2,85.24000000000001,85.24000000000001,30,ordinary_mnist_matched_baseline_tk_revision,jean-zay,jean-zay: array 2118922; jz_baseline_tk_conv2_bptt_seed2_3h,022098cfe6eb151dff3f7403d3f4b358709152b9,40348282a2c2a6db9d6f1d519da092c491a1bd9a03391366f84456b448f1548d,false,2026-09-14T05:44:41.775216+00:00
